Model,Control_F1,Control_Rec,Control_Prec,Contrast_F1,Contrast_Rec,Contrast_Prec,Faithfulness,Consistency,para_Consistency,cont_Faithfulness,cont_Consistency,numerical_para_Consistency,numerical_cont_Faithfulness,numerical_cont_Consistency,definitions_Consistency,para_F1,para_Rec,para_Prec,cont_F1,cont_Rec,cont_Prec,numerical_para_F1,numerical_para_Rec,numerical_para_Prec,numerical_cont_F1,numerical_cont_Rec,numerical_cont_Prec,definitions_F1,definitions_Rec,definitions_Prec
0_shot_llama2_13b_chat,0.6068515497553019,0.512396694214876,0.744,0.4980453479280688,0.36141843971631205,0.8007542426147077,0.45023148148148145,0.49395551257253384,0.5306666666666666,0.4493333333333333,0.3893333333333333,0.47767857142857145,0.45614035087719296,0.4691358024691358,0.5146666666666667,0.6198704103671707,0.5208711433756806,0.7653333333333333,0.0,0.0,0.0,0.5185185185185185,0.4144736842105263,0.6923076923076923,0.0,0.0,0.0,0.6363636363636365,0.5087859424920128,0.8493333333333334
pretrained_0_shot_mistrallite_7b_contrastive_common_avg,0.7824267782426778,0.8201754385964912,0.748,0.5883143049026192,0.631578947368421,0.5505971087366436,0.8391203703703703,0.7371856866537717,0.7566666666666667,0.8293333333333334,0.7933333333333333,0.6964285714285714,0.9035087719298246,0.9814814814814815,0.6693333333333333,0.741318214032601,0.7912254160363086,0.6973333333333334,0.0,0.0,0.0,0.4925373134328358,0.7674418604651163,0.3626373626373626,0.0,0.0,0.0,0.5633802816901409,0.8290155440414507,0.4266666666666667
0_shot_explicit_llama2_7b_chat,0.6638772663877266,0.5096359743040685,0.952,0.4737010904425914,0.3179763186221744,0.9283469516027656,0.06828703703703703,0.4011121856866538,0.508,0.06933333333333333,0.06266666666666666,0.4375,0.06140350877192982,0.07407407407407407,0.49333333333333335,0.6611570247933883,0.5042016806722689,0.96,0.0,0.0,0.0,0.5771812080536912,0.41545893719806765,0.945054945054945,0.0,0.0,0.0,0.6384395813510941,0.496301775147929,0.8946666666666667
late_2_shot_meditron_7b_retriever_bm25,0.3928571428571429,0.5422535211267606,0.308,0.2602595580498071,0.29444444444444445,0.23318667504714016,0.7025462962962963,0.5522243713733076,0.504,0.704,0.7186666666666667,0.5491071428571429,0.6929824561403509,0.6419753086419753,0.508,0.39708265802269044,0.506198347107438,0.32666666666666666,0.0,0.0,0.0,0.4161849710982659,0.43902439024390244,0.3956043956043956,0.0,0.0,0.0,0.19607843137254902,0.5357142857142857,0.12
fine_tune_mistral_7b_instruct,0.7689320388349513,0.7471698113207547,0.792,0.5822021116138762,0.5597447795823666,0.606536769327467,0.7662037037037037,0.7139748549323017,0.7353333333333333,0.7586666666666667,0.756,0.6741071428571429,0.8157894736842105,0.8641975308641975,0.6613333333333333,0.7403531720078483,0.7265725288831836,0.7546666666666667,0.0,0.0,0.0,0.546583850931677,0.6285714285714286,0.4835164835164835,0.0,0.0,0.0,0.5829228243021346,0.7585470085470085,0.47333333333333333
pretrained_0_shot_mistral_7b_instruct_contrastive_common_sections_avg,0.7783783783783783,0.7081967213114754,0.864,0.604432855280313,0.5164884135472371,0.7284726587052168,0.6875,0.6985009671179884,0.72,0.6693333333333333,0.652,0.6785714285714286,0.8070175438596491,0.8333333333333334,0.6886666666666666,0.7469879518072289,0.6813186813186813,0.8266666666666667,0.0,0.0,0.0,0.5862068965517242,0.6144578313253012,0.5604395604395604,0.0,0.0,0.0,0.6763686763686764,0.7041847041847041,0.6506666666666666
late_coupled_6_shot_mistrallite_7b_retriever_bm25,0.15277777777777776,0.5789473684210527,0.088,0.13652572592969944,0.3602150537634409,0.0842237586423633,0.9074074074074074,0.6095261121856866,0.5253333333333333,0.8986666666666666,0.928,0.5669642857142857,0.9649122807017544,0.9876543209876543,0.5,0.23275862068965514,0.6067415730337079,0.144,0.0,0.0,0.0,0.03960396039603961,0.2,0.02197802197802198,0.0,0.0,0.0,0.06015037593984962,0.5,0.032
2_shot_llama2_13b_chat_retriever_bm25,0.6169154228855721,0.5269121813031161,0.744,0.48728139904610485,0.35629177564661435,0.7705845380263985,0.40162037037037035,0.5012088974854932,0.5366666666666666,0.412,0.4093333333333333,0.5044642857142857,0.3333333333333333,0.4444444444444444,0.5173333333333333,0.6183415705656233,0.5256769374416433,0.7506666666666667,0.0,0.0,0.0,0.5714285714285714,0.44047619047619047,0.8131868131868132,0.0,0.0,0.0,0.619348054679285,0.5112847222222222,0.7853333333333333
late_8_shot_mistral_7b_instruct_retriever_bm25,0.6629986244841816,0.5052410901467506,0.964,0.49110546378653114,0.328586609989373,0.9717159019484601,0.1111111111111111,0.41102514506769827,0.508,0.12266666666666666,0.10533333333333333,0.41964285714285715,0.03508771929824561,0.06172839506172839,0.5033333333333333,0.6589648798521258,0.5042432814710043,0.9506666666666667,0.0,0.0,0.0,0.5833333333333334,0.4117647058823529,1.0,0.0,0.0,0.0,0.6657694033198743,0.5016903313049358,0.9893333333333333
0_shot_explicit_mistral_7b_instruct,0.6366279069767442,0.5,0.876,0.48729946524064177,0.3318916458001366,0.9164047768698932,0.1875,0.42794970986460346,0.5026666666666667,0.19733333333333333,0.19333333333333333,0.42410714285714285,0.12280701754385964,0.12345679012345678,0.504,0.635386119257087,0.5015432098765432,0.8666666666666667,0.0,0.0,0.0,0.5597269624573379,0.40594059405940597,0.9010989010989011,0.0,0.0,0.0,0.6612021857923497,0.5020746887966805,0.968
pretrained_0_shot_mistral_7b_instruct_contrastive,0.652542372881356,0.5043668122270742,0.924,0.48836457659987065,0.32869262562540785,0.9497171590194846,0.13425925925925927,0.4153771760154739,0.506,0.144,0.12933333333333333,0.4330357142857143,0.07017543859649122,0.07407407407407407,0.502,0.6486486486486487,0.5033112582781457,0.912,0.0,0.0,0.0,0.5889967637540453,0.41743119266055045,1.0,0.0,0.0,0.0,0.6633618747183415,0.5010211027910143,0.9813333333333333
1_shot_mistral_7b_instruct_retriever_bm25,0.6639344262295082,0.504149377593361,0.972,0.4932635916944048,0.3298007630351844,0.9780012570710245,0.1111111111111111,0.4127176015473888,0.5126666666666667,0.124,0.10533333333333333,0.41517857142857145,0.02631578947368421,0.06172839506172839,0.504,0.6642168121267801,0.5066573230553609,0.964,0.0,0.0,0.0,0.5814696485623003,0.4099099099099099,1.0,0.0,0.0,0.0,0.6660682226211849,0.5020297699594046,0.9893333333333333
cot_2_shot_explicit_mistrallite_7b_retriever_bm25,0.5678119349005426,0.5181518151815182,0.628,0.43899050706181986,0.34750733137829914,0.5958516656191075,0.5081018518518519,0.5169245647969052,0.536,0.5066666666666667,0.49733333333333335,0.49107142857142855,0.5175438596491229,0.5,0.5133333333333333,0.5786924939467313,0.5299334811529933,0.6373333333333333,0.0,0.0,0.0,0.4622641509433962,0.4049586776859504,0.5384615384615384,0.0,0.0,0.0,0.5356234096692113,0.5121654501216545,0.5613333333333334
cot_2_shot_mistrallite_7b_retriever_bm25,0.5800711743772242,0.5224358974358975,0.652,0.4432753888380604,0.3484358144552319,0.6090509113764928,0.4976851851851852,0.5164410058027079,0.5313333333333333,0.5026666666666667,0.4786666666666667,0.5178571428571429,0.4649122807017544,0.5123456790123457,0.5206666666666667,0.5721241631162507,0.5263157894736842,0.6266666666666667,0.0,0.0,0.0,0.4953271028037384,0.43089430894308944,0.5824175824175825,0.0,0.0,0.0,0.5536933581626319,0.5180023228803716,0.5946666666666667
fine_tune_explicit_multi_adapter_mistrallite_7b,0.7514450867052024,0.724907063197026,0.78,0.5650172612197929,0.5209549071618037,0.6172218730358265,0.7094907407407407,0.6951160541586073,0.722,0.6933333333333334,0.704,0.6741071428571429,0.8157894736842105,0.8827160493827161,0.6466666666666666,0.7325208466966003,0.7058096415327565,0.7613333333333333,0.0,0.0,0.0,0.5165562913907286,0.65,0.42857142857142855,0.0,0.0,0.0,0.5839874411302983,0.7099236641221374,0.496
pretrained_0_shot_mistral_7b_instruct_common_sections_avg,0.7745454545454545,0.71,0.852,0.5938748335552597,0.5152495378927912,0.7008170961659334,0.6817129629629629,0.6977756286266924,0.722,0.664,0.66,0.6785714285714286,0.7982456140350878,0.8395061728395061,0.68,0.7455765710799268,0.6872890888638921,0.8146666666666667,0.0,0.0,0.0,0.5714285714285714,0.6233766233766234,0.5274725274725275,0.0,0.0,0.0,0.6551724137931034,0.7102803738317757,0.608
fine_tune_llama2_7b_chat,0.6073059360730594,0.7074468085106383,0.532,0.33309143686502174,0.39399141630901285,0.2884978001257071,0.7175925925925926,0.6146034816247582,0.616,0.696,0.732,0.6160714285714286,0.8596491228070176,0.8827160493827161,0.5253333333333333,0.5764705882352942,0.6426229508196721,0.5226666666666666,0.0,0.0,0.0,0.3064516129032258,0.5757575757575758,0.2087912087912088,0.0,0.0,0.0,0.11881188118811882,0.8275862068965517,0.064
2_shot_explicit_mistrallite_7b_retriever_bm25,0.451923076923077,0.5662650602409639,0.376,0.333009394233884,0.34358288770053474,0.32306725329981145,0.7256944444444444,0.559477756286267,0.5346666666666666,0.72,0.7333333333333333,0.5,0.7631578947368421,0.6666666666666666,0.49466666666666664,0.4572317262830482,0.5485074626865671,0.392,0.0,0.0,0.0,0.30000000000000004,0.34782608695652173,0.26373626373626374,0.0,0.0,0.0,0.3408695652173913,0.49,0.2613333333333333
1_shot_llama2_13b_chat_retriever_bm25,0.6302652106084244,0.5166240409207161,0.808,0.5001856665428891,0.3549407114624506,0.8466373350094281,0.33449074074074076,0.48815280464216637,0.5293333333333333,0.33466666666666667,0.3453333333333333,0.5133928571428571,0.3333333333333333,0.3950617283950617,0.5246666666666666,0.6349534643226472,0.518581081081081,0.8186666666666667,0.0,0.0,0.0,0.5947955390334572,0.449438202247191,0.8791208791208791,0.0,0.0,0.0,0.6468548786527983,0.5145784081954294,0.8706666666666667
2_shot_llama2_7b_chat_retriever_bm25,0.6307922272047832,0.5035799522673031,0.844,0.47008104845663035,0.32390684410646386,0.8566939032055311,0.1701388888888889,0.43036750483558994,0.5013333333333333,0.17466666666666666,0.18266666666666667,0.48214285714285715,0.14035087719298245,0.17901234567901234,0.5026666666666667,0.6326129666011788,0.5007776049766719,0.8586666666666667,0.0,0.0,0.0,0.5735294117647058,0.430939226519337,0.8571428571428571,0.0,0.0,0.0,0.6321499013806706,0.5015649452269171,0.8546666666666667
cot_late_2_shot_mistrallite_7b_retriever_bm25,0.5196850393700787,0.5116279069767442,0.528,0.40296599335208383,0.3396551724137931,0.4952859836580767,0.5648148148148148,0.5263539651837524,0.5133333333333333,0.568,0.5666666666666667,0.5848214285714286,0.543859649122807,0.5987654320987654,0.5026666666666667,0.5087483176312246,0.5135869565217391,0.504,0.0,0.0,0.0,0.541871921182266,0.49107142857142855,0.6043956043956044,0.0,0.0,0.0,0.4876373626373627,0.5028328611898017,0.47333333333333333
0_shot_gpt4,0.7750556792873051,0.8743718592964824,0.696,0.6565585331452751,0.7477911646586345,0.585166561910748,0.9479166666666666,0.7753868471953579,0.7873333333333333,0.9493333333333334,0.8706666666666667,0.7410714285714286,0.9385964912280702,0.9753086419753086,0.6993333333333334,0.7696750902527075,0.8393700787401575,0.7106666666666667,0.0,0.0,0.0,0.6027397260273972,0.8,0.4835164835164835,0.0,0.0,0.0,0.6108714408973253,0.8655256723716381,0.472
late_coupled_4_shot_llama2_7b_chat_retriever_bm25,0.6214177978883861,0.49878934624697335,0.824,0.46296946296946306,0.3211589968346725,0.8290383406662476,0.19444444444444445,0.4284332688588008,0.49533333333333335,0.19466666666666665,0.19733333333333333,0.45089285714285715,0.19298245614035087,0.2037037037037037,0.498,0.622820129546587,0.4972155926809865,0.8333333333333334,0.0,0.0,0.0,0.5393258426966293,0.4090909090909091,0.7912087912087912,0.0,0.0,0.0,0.6229344016024038,0.4987971130713713,0.8293333333333334
late_2_shot_mistral_7b_instruct_retriever_bm25,0.6526019690576653,0.5032537960954447,0.928,0.4948148148148148,0.33519179304192687,0.944688874921433,0.1840277777777778,0.4284332688588008,0.5213333333333333,0.2,0.168,0.4107142857142857,0.07894736842105263,0.12962962962962962,0.5006666666666667,0.6584205518553757,0.5118343195266272,0.9226666666666666,0.0,0.0,0.0,0.5629139072847682,0.4028436018957346,0.9340659340659341,0.0,0.0,0.0,0.6597001363016811,0.5003445899379738,0.968
fine_tune_multi_adapter_mistral_7b_instruct,0.7153846153846153,0.6888888888888889,0.744,0.5392343198479501,0.47466539196940727,0.6241357636706474,0.6608796296296297,0.660541586073501,0.692,0.652,0.6386666666666667,0.6205357142857143,0.7192982456140351,0.7962962962962963,0.6313333333333333,0.7019354838709677,0.68,0.7253333333333334,0.0,0.0,0.0,0.5142857142857143,0.5357142857142857,0.4945054945054945,0.0,0.0,0.0,0.5936811168258633,0.6612111292962357,0.5386666666666666
1_shot_llama2_7b_chat_retriever_bm25,0.6450662739322534,0.5104895104895105,0.876,0.4732745199792423,0.32649164677804293,0.8598365807668134,0.16782407407407407,0.43762088974854935,0.5033333333333333,0.164,0.17866666666666667,0.47767857142857145,0.19298245614035087,0.2962962962962963,0.5106666666666667,0.6371164150024354,0.5019186492709132,0.872,0.0,0.0,0.0,0.5551330798479086,0.42441860465116277,0.8021978021978022,0.0,0.0,0.0,0.6359126984126985,0.5063191153238547,0.8546666666666667
2_shot_llama2_13b_chat_retriever_random,0.6229508196721312,0.5277777777777778,0.76,0.4925053533190578,0.35673998871968415,0.7950974230043998,0.4074074074074074,0.49347195357833656,0.536,0.408,0.3893333333333333,0.49107142857142855,0.40350877192982454,0.4074074074074074,0.5126666666666667,0.6286019210245464,0.5240213523131673,0.7853333333333333,0.0,0.0,0.0,0.564885496183206,0.4327485380116959,0.8131868131868132,0.0,0.0,0.0,0.6222222222222222,0.5080168776371308,0.8026666666666666
0_shot_llama2_7b_chat,0.641726618705036,0.501123595505618,0.892,0.47374523770084476,0.3216374269005848,0.8988057825267127,0.11921296296296297,0.4158607350096712,0.5126666666666667,0.12666666666666668,0.12266666666666666,0.41964285714285715,0.07017543859649122,0.06172839506172839,0.5033333333333333,0.6527315914489312,0.5070110701107011,0.916,0.0,0.0,0.0,0.5578231292517007,0.4039408866995074,0.9010989010989011,0.0,0.0,0.0,0.6395742622157716,0.5018982536066818,0.8813333333333333
cot_1_shot_mistrallite_7b_retriever_bm25,0.5628318584070796,0.5047619047619047,0.636,0.4253393665158371,0.33227288794627075,0.590823381521056,0.4664351851851852,0.4973404255319149,0.5073333333333333,0.468,0.44666666666666666,0.5714285714285714,0.45614035087719296,0.5308641975308642,0.498,0.5513054037644202,0.5061315496098104,0.6053333333333333,0.0,0.0,0.0,0.5636363636363636,0.4806201550387597,0.6813186813186813,0.0,0.0,0.0,0.5296689569019363,0.4982373678025852,0.5653333333333334
cot_0_shot_explicit_mistral_7b_instruct,0.4784313725490196,0.46923076923076923,0.488,0.4375,0.3509304975313331,0.5807668133249528,0.5833333333333334,0.5125725338491296,0.49066666666666664,0.592,0.6173333333333333,0.4732142857142857,0.5263157894736842,0.5246913580246914,0.4866666666666667,0.5026041666666667,0.4910941475826972,0.5146666666666667,0.0,0.0,0.0,0.4326923076923077,0.38461538461538464,0.4945054945054945,0.0,0.0,0.0,0.5615034168564921,0.4900596421471173,0.6573333333333333
fine_tune_mistrallite_7b,0.7805825242718446,0.7584905660377359,0.804,0.6406876790830947,0.5887309110057926,0.7027027027027027,0.78125,0.742504835589942,0.754,0.7786666666666666,0.7506666666666667,0.6964285714285714,0.7982456140350878,0.8950617283950617,0.7173333333333334,0.7677784770295784,0.7270560190703218,0.8133333333333334,0.0,0.0,0.0,0.5750000000000001,0.6666666666666666,0.5054945054945055,0.0,0.0,0.0,0.685459940652819,0.7725752508361204,0.616
0_shot_mistral_7b_instruct,0.652542372881356,0.5043668122270742,0.924,0.48836457659987065,0.32869262562540785,0.9497171590194846,0.13425925925925927,0.4153771760154739,0.506,0.144,0.12933333333333333,0.4330357142857143,0.07017543859649122,0.07407407407407407,0.502,0.6486486486486487,0.5033112582781457,0.912,0.0,0.0,0.0,0.5889967637540453,0.41743119266055045,1.0,0.0,0.0,0.0,0.6633618747183415,0.5010211027910143,0.9813333333333333
late_4_shot_mistral_7b_instruct_retriever_bm25,0.6702557200538357,0.5050709939148073,0.996,0.4905308910276312,0.3257060399917543,0.9930861093651792,0.059027777777777776,0.40304642166344296,0.51,0.06666666666666667,0.064,0.41964285714285715,0.008771929824561403,0.030864197530864196,0.5033333333333333,0.6684709066305818,0.5051124744376279,0.988,0.0,0.0,0.0,0.5833333333333334,0.4117647058823529,1.0,0.0,0.0,0.0,0.6675591253904507,0.5016767270288397,0.9973333333333333
late_2_shot_llama2_7b_chat_retriever_bm25,0.5906735751295337,0.5197568389057751,0.684,0.4416578108395324,0.3336544637122672,0.6530483972344437,0.3715277777777778,0.4961315280464217,0.5073333333333333,0.36133333333333334,0.4,0.59375,0.43859649122807015,0.5987654320987654,0.5073333333333333,0.5864577504196978,0.5053037608486017,0.6986666666666667,0.0,0.0,0.0,0.5333333333333333,0.5,0.5714285714285714,0.0,0.0,0.0,0.5561561561561561,0.5060109289617486,0.6173333333333333
0_shot_meditron_7b,0.4732510288065843,0.4872881355932203,0.46,0.3648996397323726,0.3089324618736383,0.44563167818981775,0.5289351851851852,0.5016924564796905,0.492,0.524,0.5346666666666666,0.48214285714285715,0.5614035087719298,0.4876543209876543,0.49933333333333335,0.48092643051771117,0.49164345403899723,0.4706666666666667,0.0,0.0,0.0,0.3763440860215054,0.3684210526315789,0.38461538461538464,0.0,0.0,0.0,0.46087580760947594,0.49922239502332816,0.428
pretrained_0_shot_mistrallite_7b_contrastive_0,0.7571115973741795,0.8357487922705314,0.692,0.5295836376917459,0.6320836965998257,0.4556882463859208,0.8645833333333334,0.7168762088974855,0.7446666666666667,0.8573333333333333,0.84,0.6651785714285714,0.9122807017543859,0.9382716049382716,0.6113333333333333,0.7148175725986597,0.8094435075885329,0.64,0.0,0.0,0.0,0.44444444444444436,0.6818181818181818,0.32967032967032966,0.0,0.0,0.0,0.42448173741362294,0.8174904942965779,0.2866666666666667
pretrained_0_shot_mistrallite_7b_contrastive_common_sections_avg,0.7895652173913045,0.6984615384615385,0.908,0.6375757575757576,0.5189423835832676,0.8265241986172219,0.6608796296296297,0.7093810444874274,0.7173333333333334,0.6493333333333333,0.6386666666666667,0.7098214285714286,0.7368421052631579,0.7777777777777778,0.7293333333333333,0.7508813160987073,0.6712184873949579,0.852,0.0,0.0,0.0,0.6700507614213198,0.6226415094339622,0.7252747252747253,0.0,0.0,0.0,0.7503075030750308,0.6963470319634704,0.8133333333333334
fine_tune_explicit_mistral_7b_instruct,0.7599243856332704,0.7204301075268817,0.804,0.5842076200993926,0.5209256523879862,0.6649905719673161,0.7118055555555556,0.6960831721470019,0.7166666666666667,0.7106666666666667,0.7186666666666667,0.6383928571428571,0.7192982456140351,0.8024691358024691,0.6613333333333333,0.7378161628624306,0.6865671641791045,0.7973333333333333,0.0,0.0,0.0,0.5524861878453039,0.5555555555555556,0.5494505494505495,0.0,0.0,0.0,0.6174698795180723,0.7093425605536332,0.5466666666666666
pretrained_0_shot_mistrallite_7b_contrastive_2_common_1_avg,0.7185354691075516,0.839572192513369,0.628,0.48582375478927203,0.6221786064769381,0.39849151477058453,0.8692129629629629,0.7028529980657641,0.7226666666666667,0.86,0.8506666666666667,0.6607142857142857,0.9298245614035088,0.9382716049382716,0.59,0.6790123456790124,0.8058608058608059,0.5866666666666667,0.0,0.0,0.0,0.3968253968253968,0.7142857142857143,0.27472527472527475,0.0,0.0,0.0,0.3546694648478489,0.8325123152709359,0.22533333333333333
late_coupled_8_shot_mistral_7b_instruct_retriever_bm25,0.6601398601398601,0.5075268817204301,0.944,0.4924574209245741,0.33187581985133363,0.9541169076052797,0.15046296296296297,0.42093810444874274,0.5113333333333333,0.156,0.11866666666666667,0.4419642857142857,0.11403508771929824,0.17901234567901234,0.5046666666666667,0.6547338671691003,0.5061908230152949,0.9266666666666666,0.0,0.0,0.0,0.576271186440678,0.4166666666666667,0.9340659340659341,0.0,0.0,0.0,0.665164488508337,0.5023825731790333,0.984
pretrained_0_shot_mistrallite_7b_contrastive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6153288201160542,0.5,1.0,1.0,0.59375,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fine_tune_polytropon_mistral_7b_instruct,0.7549407114624507,0.74609375,0.764,0.5109538254128749,0.5508720930232558,0.4764299182903834,0.8043981481481481,0.6900386847195358,0.7086666666666667,0.7946666666666666,0.7733333333333333,0.6830357142857143,0.868421052631579,0.9444444444444444,0.6033333333333334,0.6950453593859036,0.7291361639824304,0.664,0.0,0.0,0.0,0.5234899328859061,0.6724137931034483,0.42857142857142855,0.0,0.0,0.0,0.4262295081967213,0.7700348432055749,0.2946666666666667
pretrained_0_shot_mistral_7b_instruct_common,0.7769516728624535,0.7256944444444444,0.836,0.5838980753591759,0.5133460438512869,0.6769327467001885,0.7048611111111112,0.690522243713733,0.712,0.7013333333333334,0.7026666666666667,0.625,0.7280701754385965,0.7777777777777778,0.6633333333333333,0.7359413202933985,0.6794582392776524,0.8026666666666666,0.0,0.0,0.0,0.5434782608695652,0.5376344086021505,0.5494505494505495,0.0,0.0,0.0,0.6273062730627307,0.7024793388429752,0.5666666666666667
2_shot_mistral_7b_instruct_retriever_bm25,0.6685314685314685,0.513978494623656,0.956,0.49499515660316434,0.33304366717358247,0.9635449402891263,0.13425925925925927,0.4245647969052224,0.526,0.15066666666666667,0.12933333333333333,0.4419642857142857,0.02631578947368421,0.12345679012345678,0.5006666666666667,0.666353824495542,0.5141202027516293,0.9466666666666667,0.0,0.0,0.0,0.5901639344262295,0.4205607476635514,0.989010989010989,0.0,0.0,0.0,0.6618510158013544,0.5003412969283276,0.9773333333333334
cot_late_8_shot_mistrallite_7b_retriever_bm25,0.6163934426229508,0.5222222222222223,0.752,0.4640295142447223,0.3442822384428224,0.7115021998742929,0.38425925925925924,0.4963733075435203,0.5273333333333333,0.38533333333333336,0.36666666666666664,0.5089285714285714,0.37719298245614036,0.43209876543209874,0.5353333333333333,0.6085035891772501,0.5193213949104618,0.7346666666666667,0.0,0.0,0.0,0.5378151260504203,0.43537414965986393,0.7032967032967034,0.0,0.0,0.0,0.5973425765453496,0.527013251783894,0.6893333333333334
pretrained_0_shot_mistral_7b_instruct_sections_avg,0.7683823529411766,0.7108843537414966,0.836,0.5813019019555317,0.5065359477124183,0.6819610307982401,0.6608796296296297,0.6929400386847195,0.7213333333333334,0.6333333333333333,0.6506666666666666,0.6473214285714286,0.8421052631578947,0.8641975308641975,0.674,0.7438725490196078,0.6882086167800453,0.8093333333333333,0.0,0.0,0.0,0.49681528662420377,0.5909090909090909,0.42857142857142855,0.0,0.0,0.0,0.6422823701536211,0.7115072933549432,0.5853333333333334
late_4_shot_llama2_7b_chat_retriever_bm25,0.6603518267929634,0.49897750511247446,0.976,0.4806655368972424,0.3183673469387755,0.9805153991200503,0.02199074074074074,0.3892649903288201,0.5006666666666667,0.025333333333333333,0.02266666666666667,0.40625,0.0,0.0,0.5006666666666667,0.6624605678233437,0.5003403675970047,0.98,0.0,0.0,0.0,0.5777777777777777,0.40625,1.0,0.0,0.0,0.0,0.6621560667568787,0.5003408316291752,0.9786666666666667
